pcode,county,year_month,rfq_mean,rfq_min,price_beans,price_maize,conflict_events,conflict_fatalities,mpi,vulnerability_tier,total_population
KE036,Bomet,2006-03,130.52731416666668,62.48086,,,0,0,0.0957,Low,875666
KE036,Bomet,2006-04,117.24781833333334,90.86319,,,0,0,0.0957,Low,875666
KE036,Bomet,2006-05,119.13212333333333,91.23244,,,0,0,0.0957,Low,875666
KE036,Bomet,2006-06,80.8763925,55.523335,,,0,0,0.0957,Low,875666
KE036,Bomet,2006-07,75.429195,58.806793,,,0,0,0.0957,Low,875666
KE036,Bomet,2006-08,77.65791216666666,39.843998,,,0,0,0.0957,Low,875666
KE036,Bomet,2006-09,85.23981033333332,72.792206,,,0,0,0.0957,Low,875666
KE036,Bomet,2006-10,73.71115933333333,36.437244,,,0,0,0.0957,Low,875666
KE036,Bomet,2006-11,184.23854833333334,95.11992,,,0,0,0.0957,Low,875666
KE036,Bomet,2006-12,209.0927683333333,93.44854,,,0,0,0.0957,Low,875666
KE036,Bomet,2007-01,153.55791166666666,73.07245,,,0,0,0.0957,Low,875666
KE036,Bomet,2007-02,163.43271,90.40712,,,0,0,0.0957,Low,875666
KE036,Bomet,2007-03,89.535026,34.961582,,,0,0,0.0957,Low,875666
KE036,Bomet,2007-04,78.7676575,25.464836,,,0,0,0.0957,Low,875666
KE036,Bomet,2007-05,81.71784616666666,52.794422,,,0,0,0.0957,Low,875666
KE036,Bomet,2007-06,108.03784999999999,70.285255,,,0,0,0.0957,Low,875666
KE036,Bomet,2007-07,105.39108966666667,48.29435,,,0,0,0.0957,Low,875666
KE036,Bomet,2007-08,102.12843733333334,71.51999,,,0,0,0.0957,Low,875666
KE036,Bomet,2007-09,113.75203933333334,70.99736,,,0,0,0.0957,Low,875666
KE036,Bomet,2007-10,60.5551125,34.04792,,,0,0,0.0957,Low,875666
KE036,Bomet,2007-11,64.49928983333334,54.482986,,,0,0,0.0957,Low,875666
KE036,Bomet,2007-12,74.62483566666667,41.67919,,,1,0,0.0957,Low,875666
KE036,Bomet,2008-01,59.38157583333333,27.908894,,,1,6,0.0957,Low,875666
KE036,Bomet,2008-02,87.60183283333333,28.891182,,,0,0,0.0957,Low,875666
KE036,Bomet,2008-03,121.848947,33.670868,,,0,0,0.0957,Low,875666
KE036,Bomet,2008-04,74.34601783333333,42.418125,,,0,0,0.0957,Low,875666
KE036,Bomet,2008-05,62.35401366666667,44.169437,,,0,0,0.0957,Low,875666
KE036,Bomet,2008-06,85.1048275,40.346,,,0,0,0.0957,Low,875666
KE036,Bomet,2008-07,95.07685166666666,68.40598,,,0,0,0.0957,Low,875666
KE036,Bomet,2008-08,93.75565683333333,53.192036,,,0,0,0.0957,Low,875666
KE036,Bomet,2008-09,91.96223416666668,56.5085,,,0,0,0.0957,Low,875666
KE036,Bomet,2008-10,116.650106,63.5588,,,0,0,0.0957,Low,875666
KE036,Bomet,2008-11,92.96975116666665,43.149097,,,0,0,0.0957,Low,875666
KE036,Bomet,2008-12,54.0343435,50.271904,,,0,0,0.0957,Low,875666
KE036,Bomet,2009-01,80.16765216666666,25.155357,,,0,0,0.0957,Low,875666
KE036,Bomet,2009-02,57.08701816666667,25.362534,,,0,0,0.0957,Low,875666
KE036,Bomet,2009-03,58.9082835,37.960266,,,0,0,0.0957,Low,875666
KE036,Bomet,2009-04,79.1332065,51.57314,,,0,0,0.0957,Low,875666
KE036,Bomet,2009-05,109.30121216666667,36.136227,,,0,0,0.0957,Low,875666
KE036,Bomet,2009-06,51.7572985,39.040276,,,0,0,0.0957,Low,875666
KE036,Bomet,2009-07,63.580626333333335,46.901882,,,1,0,0.0957,Low,875666
KE036,Bomet,2009-08,88.33598783333332,39.361736,,,0,0,0.0957,Low,875666
KE036,Bomet,2009-09,118.87451233333333,90.38132,,,0,0,0.0957,Low,875666
KE036,Bomet,2009-10,80.572035,46.656532,,,0,0,0.0957,Low,875666
KE036,Bomet,2009-11,72.11720366666667,38.686935,,,0,0,0.0957,Low,875666
KE036,Bomet,2009-12,162.28869333333333,77.4838,,,0,0,0.0957,Low,875666
KE036,Bomet,2010-01,123.87052683333333,33.065273,,,0,0,0.0957,Low,875666
KE036,Bomet,2010-02,215.17783833333337,82.432,,,0,0,0.0957,Low,875666
KE036,Bomet,2010-03,125.51987833333334,39.2873,,,0,0,0.0957,Low,875666
KE036,Bomet,2010-04,105.15008166666667,57.58565,,,0,0,0.0957,Low,875666
KE036,Bomet,2010-05,131.55272416666665,68.19403,,,0,0,0.0957,Low,875666
KE036,Bomet,2010-06,97.64716066666666,79.13798,,,0,0,0.0957,Low,875666
KE036,Bomet,2010-07,86.21022,56.39517,,,1,1,0.0957,Low,875666
KE036,Bomet,2010-08,101.35020716666666,56.519733,,,0,0,0.0957,Low,875666
KE036,Bomet,2010-09,111.69549416666666,70.615585,,,0,0,0.0957,Low,875666
KE036,Bomet,2010-10,114.31235333333332,85.58603,,,0,0,0.0957,Low,875666
